Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Adicionar descontos ao pedido,Chrome 97.0.4692.99,,,2022-02-08 11:13:45,2022-02-08 11:14:28,"42,328s",FAILED
,,,,,,,
Test Cases/TC01- Adicionar descontos ao pedido,Chrome 97.0.4692.99,,,2022-02-08 11:13:46,2022-02-08 11:14:28,"41,830s",FAILED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-02-08 11:13:46,2022-02-08 11:13:49,"2,340s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 97.0.4692.99,,,2022-02-08 11:13:49,2022-02-08 11:13:51,"2,644s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 97.0.4692.99,,,2022-02-08 11:13:51,2022-02-08 11:13:52,"0,906s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 97.0.4692.99,,,2022-02-08 11:13:52,2022-02-08 11:13:53,"0,490s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 97.0.4692.99,,,2022-02-08 11:13:53,2022-02-08 11:13:53,"0,534s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1631""))",Chrome 97.0.4692.99,,,2022-02-08 11:13:53,2022-02-08 11:13:54,"0,786s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/button_R54,00_minibutton btn default-btn bt_b87cf5""))",Chrome 97.0.4692.99,,,2022-02-08 11:13:54,2022-02-08 11:13:55,"0,684s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R30,00""), ""R$ 30,00"")",Chrome 97.0.4692.99,,,2022-02-08 11:13:55,2022-02-08 11:13:55,"0,519s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Quantidade_quantidade""), quantidade)",Chrome 97.0.4692.99,,,2022-02-08 11:13:55,2022-02-08 11:13:56,"0,904s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_726247b5-c265-4956-a961-ba5_aae85e""))",Chrome 97.0.4692.99,,,2022-02-08 11:13:56,2022-02-08 11:14:28,"31,429s",FAILED
