Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11,Chrome 98.0.4758.102,,,2022-02-22 22:23:03,2022-02-22 22:23:14,"11,545s",FAILED
,,,,,,,
Test Cases/11,Chrome 98.0.4758.102,,,2022-02-22 22:23:03,2022-02-22 22:23:14,"10,948s",FAILED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-22 22:23:04,2022-02-22 22:23:07,"2,853s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 98.0.4758.102,,,2022-02-22 22:23:07,2022-02-22 22:23:08,"1,115s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 98.0.4758.102,,,2022-02-22 22:23:08,2022-02-22 22:23:09,"0,938s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/form_LoginNome de usurio ou endereo de emai_327498""))",Chrome 98.0.4758.102,,,2022-02-22 22:23:09,2022-02-22 22:23:09,"0,447s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""i+K1X3doZYBu6F0i+9QHbg=="")",Chrome 98.0.4758.102,,,2022-02-22 22:23:09,2022-02-22 22:23:10,"0,516s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-22 22:23:10,2022-02-22 22:23:10,"0,505s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/div_LoginNome de usurio ou endereo de email_d83c56""))",Chrome 98.0.4758.102,,,2022-02-22 22:23:10,2022-02-22 22:23:11,"0,637s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 98.0.4758.102,,,2022-02-22 22:23:11,2022-02-22 22:23:11,"0,437s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-22 22:23:11,2022-02-22 22:23:12,"0,496s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1690""))",Chrome 98.0.4758.102,,,2022-02-22 22:23:12,2022-02-22 22:23:13,"0,805s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/i_R15,90_fas fa-edit text-primary m-auto""))",Chrome 98.0.4758.102,,,2022-02-22 22:23:13,2022-02-22 22:23:13,"0,704s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R15,00""), ""R$ 15,00"")",Chrome 98.0.4758.102,,,2022-02-22 22:23:13,2022-02-22 22:23:14,"0,822s",FAILED
