Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Adicionar descontos ao pedido,Chrome 97.0.4692.99,,,2022-02-08 11:17:46,2022-02-08 11:19:06,"1m - 20,673s",FAILED
,,,,,,,
Test Cases/TC01- Adicionar descontos ao pedido,Chrome 97.0.4692.99,,,2022-02-08 11:17:46,2022-02-08 11:18:27,"40,971s",FAILED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-02-08 11:17:47,2022-02-08 11:17:49,"2,535s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 97.0.4692.99,,,2022-02-08 11:17:49,2022-02-08 11:17:51,"1,051s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 97.0.4692.99,,,2022-02-08 11:17:51,2022-02-08 11:17:51,"0,938s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 97.0.4692.99,,,2022-02-08 11:17:51,2022-02-08 11:17:52,"0,492s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 97.0.4692.99,,,2022-02-08 11:17:52,2022-02-08 11:17:52,"0,522s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1631""))",Chrome 97.0.4692.99,,,2022-02-08 11:17:52,2022-02-08 11:17:53,"0,802s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/button_R54,00_minibutton btn default-btn bt_b87cf5""))",Chrome 97.0.4692.99,,,2022-02-08 11:17:53,2022-02-08 11:17:54,"0,837s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R30,00""), ""R$ 30,00"")",Chrome 97.0.4692.99,,,2022-02-08 11:17:54,2022-02-08 11:17:55,"0,576s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Quantidade_quantidade""), ""1"")",Chrome 97.0.4692.99,,,2022-02-08 11:17:55,2022-02-08 11:17:56,"0,951s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_726247b5-c265-4956-a961-ba5_aae85e""))",Chrome 97.0.4692.99,,,2022-02-08 11:17:56,2022-02-08 11:18:27,"31,497s",FAILED
,,,,,,,
Test Cases/TC01- Adicionar descontos ao pedido,Chrome 97.0.4692.99,,,2022-02-08 11:18:27,2022-02-08 11:19:06,"39,016s",FAILED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-02-08 11:18:27,2022-02-08 11:18:29,"1,838s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 97.0.4692.99,,,2022-02-08 11:18:29,2022-02-08 11:18:30,"0,976s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 97.0.4692.99,,,2022-02-08 11:18:30,2022-02-08 11:18:31,"0,901s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 97.0.4692.99,,,2022-02-08 11:18:31,2022-02-08 11:18:31,"0,497s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 97.0.4692.99,,,2022-02-08 11:18:31,2022-02-08 11:18:32,"0,522s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1631""))",Chrome 97.0.4692.99,,,2022-02-08 11:18:32,2022-02-08 11:18:33,"0,759s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/button_R54,00_minibutton btn default-btn bt_b87cf5""))",Chrome 97.0.4692.99,,,2022-02-08 11:18:33,2022-02-08 11:18:33,"0,749s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R30,00""), ""R$ 30,00"")",Chrome 97.0.4692.99,,,2022-02-08 11:18:33,2022-02-08 11:18:34,"0,491s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Quantidade_quantidade""), ""1"")",Chrome 97.0.4692.99,,,2022-02-08 11:18:34,2022-02-08 11:18:35,"0,942s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_726247b5-c265-4956-a961-ba5_aae85e""))",Chrome 97.0.4692.99,,,2022-02-08 11:18:35,2022-02-08 11:19:06,"31,314s",FAILED
