Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11,Chrome 98.0.4758.102,,,2022-02-23 09:05:42,2022-02-23 09:05:57,"14,430s",ERROR
,,,,,,,
Test Cases/11,Chrome 98.0.4758.102,,,2022-02-23 09:05:43,2022-02-23 09:05:57,"13,956s",ERROR
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-23 09:05:43,2022-02-23 09:05:46,"2,523s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 98.0.4758.102,,,2022-02-23 09:05:46,2022-02-23 09:05:47,"0,880s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 98.0.4758.102,,,2022-02-23 09:05:47,2022-02-23 09:05:48,"0,947s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/form_LoginNome de usurio ou endereo de emai_327498""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:48,2022-02-23 09:05:48,"0,426s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""i+K1X3doZYBu6F0i+9QHbg=="")",Chrome 98.0.4758.102,,,2022-02-23 09:05:48,2022-02-23 09:05:49,"0,516s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:49,2022-02-23 09:05:49,"0,497s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/div_LoginNome de usurio ou endereo de email_d83c56""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:49,2022-02-23 09:05:50,"0,612s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 98.0.4758.102,,,2022-02-23 09:05:50,2022-02-23 09:05:50,"0,420s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:50,2022-02-23 09:05:51,"0,493s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1690""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:51,2022-02-23 09:05:51,"0,775s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/i_R15,90_fas fa-edit text-primary m-auto""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:51,2022-02-23 09:05:52,"0,620s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R15,00""), ""R$ 30,00"")",Chrome 98.0.4758.102,,,2022-02-23 09:05:52,2022-02-23 09:05:52,"0,500s",PASSED
qtd = new java.math.BigDecimal(quantidade),Chrome 98.0.4758.102,,,2022-02-23 09:05:52,2022-02-23 09:05:52,"0,014s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Quantidade_quantidade""), quantidade)",Chrome 98.0.4758.102,,,2022-02-23 09:05:52,2022-02-23 09:05:53,"0,930s",PASSED
out.println(quantidade),Chrome 98.0.4758.102,,,2022-02-23 09:05:53,2022-02-23 09:05:53,"0,022s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:53,2022-02-23 09:05:54,"0,523s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""), desconto)",Chrome 98.0.4758.102,,,2022-02-23 09:05:54,2022-02-23 09:05:55,"1,046s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:55,2022-02-23 09:05:55,"0,488s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_Descontos""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:55,2022-02-23 09:05:56,"0,408s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_R_precoLiquido""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:56,2022-02-23 09:05:57,"0,716s",PASSED
preco = new java.math.BigDecimal(precoLiq),Chrome 98.0.4758.102,,,2022-02-23 09:05:57,2022-02-23 09:05:57,"0,022s",ERROR
