Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11,Chrome 98.0.4758.102,,,2022-02-23 09:05:03,2022-02-23 09:05:17,"14,326s",ERROR
,,,,,,,
Test Cases/11,Chrome 98.0.4758.102,,,2022-02-23 09:05:03,2022-02-23 09:05:17,"13,843s",ERROR
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-23 09:05:04,2022-02-23 09:05:06,"2,438s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 98.0.4758.102,,,2022-02-23 09:05:06,2022-02-23 09:05:07,"1,027s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 98.0.4758.102,,,2022-02-23 09:05:07,2022-02-23 09:05:08,"0,867s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/form_LoginNome de usurio ou endereo de emai_327498""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:08,2022-02-23 09:05:08,"0,423s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""i+K1X3doZYBu6F0i+9QHbg=="")",Chrome 98.0.4758.102,,,2022-02-23 09:05:08,2022-02-23 09:05:09,"0,494s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:09,2022-02-23 09:05:09,"0,500s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/div_LoginNome de usurio ou endereo de email_d83c56""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:09,2022-02-23 09:05:10,"0,609s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 98.0.4758.102,,,2022-02-23 09:05:10,2022-02-23 09:05:10,"0,419s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:10,2022-02-23 09:05:11,"0,489s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1690""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:11,2022-02-23 09:05:12,"0,751s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/i_R15,90_fas fa-edit text-primary m-auto""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:12,2022-02-23 09:05:12,"0,677s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R15,00""), ""R$ 30,00"")",Chrome 98.0.4758.102,,,2022-02-23 09:05:12,2022-02-23 09:05:13,"0,497s",PASSED
qtd = new java.math.BigDecimal(quantidade),Chrome 98.0.4758.102,,,2022-02-23 09:05:13,2022-02-23 09:05:13,"0,010s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Quantidade_quantidade""), quantidade)",Chrome 98.0.4758.102,,,2022-02-23 09:05:13,2022-02-23 09:05:14,"0,931s",PASSED
out.println(quantidade),Chrome 98.0.4758.102,,,2022-02-23 09:05:14,2022-02-23 09:05:14,"0,022s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:14,2022-02-23 09:05:14,"0,517s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""), desconto)",Chrome 98.0.4758.102,,,2022-02-23 09:05:14,2022-02-23 09:05:15,"0,994s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:15,2022-02-23 09:05:16,"0,523s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_Descontos""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:16,2022-02-23 09:05:16,"0,410s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_R_precoLiquido""))",Chrome 98.0.4758.102,,,2022-02-23 09:05:16,2022-02-23 09:05:17,"0,642s",PASSED
preco = new java.math.BigDecimal(precoLiq),Chrome 98.0.4758.102,,,2022-02-23 09:05:17,2022-02-23 09:05:17,"0,019s",ERROR
