Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11,Chrome 98.0.4758.102,,,2022-02-22 23:25:33,2022-02-22 23:25:50,"16,547s",ERROR
,,,,,,,
Test Cases/11,Chrome 98.0.4758.102,,,2022-02-22 23:25:34,2022-02-22 23:25:50,"15,991s",ERROR
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-22 23:25:34,2022-02-22 23:25:37,"2,641s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 98.0.4758.102,,,2022-02-22 23:25:37,2022-02-22 23:25:38,"0,937s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 98.0.4758.102,,,2022-02-22 23:25:38,2022-02-22 23:25:39,"0,949s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/form_LoginNome de usurio ou endereo de emai_327498""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:39,2022-02-22 23:25:39,"0,445s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""i+K1X3doZYBu6F0i+9QHbg=="")",Chrome 98.0.4758.102,,,2022-02-22 23:25:39,2022-02-22 23:25:40,"0,488s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:40,2022-02-22 23:25:40,"0,508s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/div_LoginNome de usurio ou endereo de email_d83c56""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:40,2022-02-22 23:25:41,"0,632s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 98.0.4758.102,,,2022-02-22 23:25:41,2022-02-22 23:25:41,"0,436s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:41,2022-02-22 23:25:42,"0,489s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1690""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:42,2022-02-22 23:25:43,"0,779s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/i_R15,90_fas fa-edit text-primary m-auto""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:43,2022-02-22 23:25:43,"0,702s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R15,00""), ""R$ 30,00"")",Chrome 98.0.4758.102,,,2022-02-22 23:25:43,2022-02-22 23:25:44,"0,509s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Quantidade_quantidade""), quantidade)",Chrome 98.0.4758.102,,,2022-02-22 23:25:44,2022-02-22 23:25:45,"0,963s",PASSED
out.println(quantidade),Chrome 98.0.4758.102,,,2022-02-22 23:25:45,2022-02-22 23:25:45,"0,025s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:45,2022-02-22 23:25:45,"0,533s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""), desconto)",Chrome 98.0.4758.102,,,2022-02-22 23:25:45,2022-02-22 23:25:47,"1,181s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:47,2022-02-22 23:25:47,"0,518s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_Descontos""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:47,2022-02-22 23:25:48,"0,867s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_R_precoLiquido""))",Chrome 98.0.4758.102,,,2022-02-22 23:25:48,2022-02-22 23:25:48,"0,418s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_R_precoLiquido""), precoLiq)",Chrome 98.0.4758.102,,,2022-02-22 23:25:48,2022-02-22 23:25:49,"0,750s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R13,50""), subTotal)",Chrome 98.0.4758.102,,,2022-02-22 23:25:49,2022-02-22 23:25:50,"0,482s",PASSED
"if (subTotal == multiply(precoLiq, quantidade))",Chrome 98.0.4758.102,,,2022-02-22 23:25:50,2022-02-22 23:25:50,"0,032s",ERROR
