Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11,Chrome 98.0.4758.102,,,2022-02-22 22:49:40,2022-02-22 22:49:58,"17,877s",PASSED
,,,,,,,
Test Cases/11,Chrome 98.0.4758.102,,,2022-02-22 22:49:41,2022-02-22 22:49:58,"17,331s",PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-02-22 22:49:41,2022-02-22 22:49:44,"2,837s",PASSED
"navigateToUrl(""http://172.16.1.21:7802/pt/account/login?returnUrl=%2Fpedidos"")",Chrome 98.0.4758.102,,,2022-02-22 22:49:44,2022-02-22 22:49:45,"0,949s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Nome de usurio ou endereo de email_email""), ""mayara.moraes@dataplace.com.br"")",Chrome 98.0.4758.102,,,2022-02-22 22:49:45,2022-02-22 22:49:46,"0,953s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/form_LoginNome de usurio ou endereo de emai_327498""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:46,2022-02-22 22:49:47,"0,450s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""i+K1X3doZYBu6F0i+9QHbg=="")",Chrome 98.0.4758.102,,,2022-02-22 22:49:47,2022-02-22 22:49:47,"0,583s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:47,2022-02-22 22:49:48,"0,517s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/div_LoginNome de usurio ou endereo de email_d83c56""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:48,2022-02-22 22:49:48,"0,636s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Dataplace - SFA/input_Senha_senha""), ""jBu/h84nUum0DzfFUdyvAQ=="")",Chrome 98.0.4758.102,,,2022-02-22 22:49:48,2022-02-22 22:49:49,"0,452s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace - SFA/button_Login""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:49,2022-02-22 22:49:49,"0,503s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_1690""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:49,2022-02-22 22:49:50,"0,802s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/i_R15,90_fas fa-edit text-primary m-auto""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:50,2022-02-22 22:49:51,"0,733s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R15,00""), ""R$ 30,00"")",Chrome 98.0.4758.102,,,2022-02-22 22:49:51,2022-02-22 22:49:51,"0,506s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Quantidade_quantidade""), quantidade)",Chrome 98.0.4758.102,,,2022-02-22 22:49:51,2022-02-22 22:49:52,"0,944s",PASSED
out.println(quantidade),Chrome 98.0.4758.102,,,2022-02-22 22:49:52,2022-02-22 22:49:52,"0,026s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:52,2022-02-22 22:49:53,"0,565s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_Descontos_f13006f7-bd1a-4c10-947c-34b_e96160""), desconto)",Chrome 98.0.4758.102,,,2022-02-22 22:49:53,2022-02-22 22:49:54,"1,078s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:54,2022-02-22 22:49:55,"0,508s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_Descontos""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:55,2022-02-22 22:49:55,"0,879s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/input_R_precoLiquido""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:55,2022-02-22 22:49:56,"0,420s",PASSED
"setText(findTestObject(""Object Repository/Page_Dataplace SFA/input_R_precoLiquido""), precoLiq)",Chrome 98.0.4758.102,,,2022-02-22 22:49:56,2022-02-22 22:49:57,"0,769s",PASSED
"Total = verifyElementText(findTestObject(""Object Repository/Page_Dataplace SFA/div_R13,50""), subTotal)",Chrome 98.0.4758.102,,,2022-02-22 22:49:57,2022-02-22 22:49:57,"0,477s",PASSED
out.println(Total),Chrome 98.0.4758.102,,,2022-02-22 22:49:57,2022-02-22 22:49:57,"0,001s",PASSED
"if (subTotal != ""R$ 27,00"")",Chrome 98.0.4758.102,,,2022-02-22 22:49:57,2022-02-22 22:49:57,"0,001s",PASSED
else,Chrome 98.0.4758.102,,,2022-02-22 22:49:57,2022-02-22 22:49:57,"0,001s",PASSED
"out.println(""passou por aqui"")",Chrome 98.0.4758.102,,,2022-02-22 22:49:57,2022-02-22 22:49:57,"0,001s",PASSED
"click(findTestObject(""Object Repository/Page_Dataplace SFA/div_Confirmar""))",Chrome 98.0.4758.102,,,2022-02-22 22:49:57,2022-02-22 22:49:57,"0,389s",PASSED
closeBrowser(),Chrome 98.0.4758.102,,,2022-02-22 22:49:57,2022-02-22 22:49:58,"0,648s",PASSED
